"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",-0.0191793037159681,-0.014491061142602,-0.0166415345934011,-0.00979426182867588,-0.00971633292155163,-0.0149018353214012,-0.0177115655551956,-0.016691795257129,-0.0170232729379762,-0.0186390433474814,-0.00880308233032447,-0.012848554768059,-0.0179962007892543,-0.0152960760261815,-0.0114288174259882,-0.0126158008389949,-0.0223571203000178,-0.0172854763210457,-0.0220121389203803,-0.0181228364123479,-0.0164300036701689,-0.0131542967973052,-0.0176061991418333,-0.0168891737422445,-0.0234113288140651,-0.0144251843859842,-0.0163343723857896,-0.00980850395757773,-0.00990301060340619,-0.015448099387762,-0.0225667899661623,-0.0182283414205269,-0.0166353460801796,-0.0171217947147849,-0.0149494508287802,-0.0164201169835852,-0.02013232144028,-0.010151600579196,-0.0137628489653064,-0.0178982094443251,-0.0194436749182987,-0.0114176189158521,-0.0137074275709231,-0.0202077492426977,-0.0151282320742392,-0.0138570804871787,-0.0184775338456141,-0.0165001035954881,-0.0181397528325969,-0.0164539474533193,-0.0154830200133714,-0.011909093287533,-0.0157400051497574,-0.017026261251117,-0.0161972488301493,-0.0197226643727676,-0.0153647313579602,-0.0243182080948119,-0.0154074210132219,-0.0169084134786395,-0.0225131700274328,-0.0137080605952679,-0.0162953333553172,-0.0171942296861112,-0.0115988307011088,-0.0160938644236991,-0.0204828988846316,-0.0186964567123157,-0.0217940509448846,-0.0210173375754501,-0.0156963084706308,-0.0145878564485185,-0.0082730842479467,-0.018672360026104,-0.0102130654629432,-0.0108479680799496,-0.0220870150644783,-0.0122731937614743,-0.0163257699803417,-0.013827929545615,-0.0167207269740512,-0.0172110257504123,-0.0159690156583547,-0.0163588912937494,-0.0166079993184858,-0.0152628176006939,-0.0182206935532098,-0.0123746835187336,-0.0136174910712236,-0.0214708273937061,-0.0129598987565043,-0.0158289767709226,-0.0159139912853799,-0.0162221371663926,-0.0153840523058382,-0.012904317322898,-0.0147145301894608,-0.0142288472432486,-0.01306503266498,-0.0113783118002652
"2",0.54109730152638,0.532052440662069,0.542233358641563,0.57826619359464,0.580199965633835,0.452309416707394,0.565604710418725,0.447865798175985,0.519225226144503,0.520697844888582,0.445883613038677,0.506405361188904,0.550438865334101,0.537109434088015,0.57160524300692,0.457318412734029,0.54607809381987,0.559709732296779,0.547172374203518,0.533484615878013,0.567503156442597,0.472422478055888,0.527898143748362,0.514418711056315,0.529278524702384,0.497582252135599,0.496387632130477,0.531141441272848,0.552117508236574,0.46885728139157,0.511040156469745,0.527406930547056,0.535317410803043,0.511886849251064,0.496585494949118,0.458541512581329,0.561966004670129,0.564718156520292,0.465637884212711,0.446722119553309,0.521791962594534,0.522056503359503,0.536266466209314,0.510708443352422,0.548753651449874,0.520951949395115,0.488015044318992,0.557448921298013,0.566770147319188,0.50973895323094,0.516384001170377,0.442888284364475,0.582558770387101,0.495148505637525,0.548510632347799,0.437005168841961,0.513239025784483,0.5420407716728,0.497250538506428,0.515718410306463,0.43905896190561,0.564056324702853,0.527251136173627,0.42496380766888,0.527669295596549,0.465587682221605,0.542033792704805,0.504559279808976,0.463109320075015,0.487059780382796,0.590867287863297,0.58870589114306,0.493737211338294,0.498010104263966,0.469119355427279,0.509571289862433,0.509158676685537,0.551804471776,0.550373282016762,0.441865595291894,0.521728739915041,0.451793554575983,0.470215897388393,0.549562780899134,0.524862895719654,0.518977765510086,0.53515821122984,0.532355496127225,0.595585150490458,0.445466168115926,0.38012475127814,0.522683020827402,0.466391982075457,0.530175757501234,0.530534650484276,0.586823946915684,0.492008792632978,0.554897643181295,0.507487503991698,0.589696663322565
"3",0.317529511949394,0.398263617029922,0.339914904735144,0.335707328453826,0.330520754697786,0.348764391801421,0.335014033755408,0.339161088137689,0.373570969614633,0.390710995706922,0.291696169196439,0.356781737436272,0.341399715309005,0.385625846722061,0.297245320388708,0.336692007638214,0.417228998485752,0.375111215306333,0.389958315918233,0.332049823024636,0.332072423468513,0.321817691410379,0.325639501230918,0.395683566407199,0.390212322970928,0.348780136838857,0.323555186162713,0.275652050618191,0.375339634786695,0.347174731382893,0.37658971526499,0.368452347111738,0.294063447181941,0.325897928129665,0.444764807402432,0.320040303796315,0.419938822651114,0.337088557360932,0.394365214719689,0.37544670548574,0.425583583249568,0.360663337526151,0.340521972041705,0.36124037945408,0.367352526138048,0.362232817681881,0.465022489513059,0.304297519341029,0.341832135393682,0.368597638890706,0.399198154729879,0.344902097547784,0.313315273728817,0.389493286668943,0.335873795242148,0.369632413390172,0.343513791524012,0.373452026832268,0.364057265065995,0.387345910675264,0.381321000277676,0.32214547487149,0.343440324824233,0.316920719827329,0.351185239990278,0.380378076772126,0.360995648551148,0.418805666735071,0.374435842477504,0.33916123467284,0.41396343918718,0.312452461178246,0.436790790558689,0.401731311442967,0.367782560610831,0.345828000319172,0.372188376993535,0.343658327113373,0.327324565285121,0.386479418850178,0.360668381989527,0.309496121057317,0.325716344800031,0.362079350917304,0.365414963080063,0.375961329858206,0.400778226922985,0.395935357208954,0.305545732889929,0.40378451974173,0.354108541809755,0.332324716587746,0.384156032632139,0.366833972842859,0.357091709635233,0.305064752569888,0.33362386395523,0.382599242969314,0.368348712041224,0.354681455407226
"4",0.491761988859236,0.483159069355029,0.486759828054152,0.531807516250777,0.538464231893349,0.416327159285481,0.49887348192406,0.386489793246143,0.47081099179518,0.4484745392123,0.423331013444745,0.453918921874584,0.509535640059549,0.47441998996456,0.54723031437532,0.418944470085106,0.48183547261421,0.505953868871089,0.501147498005475,0.51131843013751,0.470650275415031,0.454709467601313,0.464304698119806,0.464648612154359,0.453449789465155,0.462829581940901,0.419399987336162,0.51084560816653,0.519493374138325,0.415436128029705,0.431107597728067,0.458592372298166,0.464750108769197,0.450770367072327,0.431867017440459,0.473118236216254,0.508648976345334,0.54816773363076,0.460012323325217,0.384470331050709,0.472393547236572,0.498708173718144,0.507230603539895,0.434570046519114,0.511327101320433,0.501354918436784,0.439778261661452,0.483366570840276,0.506294609173827,0.439147265064375,0.46783926881441,0.404560313010353,0.50353648561312,0.46454908361145,0.482631014448031,0.373399534458325,0.469579383524104,0.429424130619858,0.435034519275524,0.482273591681096,0.359433675061244,0.531978161087989,0.493122567071013,0.338327220135208,0.464946288577179,0.435788653356599,0.470273123945433,0.463868920963675,0.417361653508163,0.459295486782011,0.542699405359826,0.555971548311827,0.483036598399451,0.467607246439828,0.465555554122455,0.502043292484626,0.442073482399439,0.514144984506589,0.501547961565518,0.432645959104866,0.473766055456517,0.389320968661195,0.441831976226195,0.500347247633619,0.455961218622124,0.493939384109893,0.482077126259013,0.491064735484724,0.5553421706633,0.397150890235457,0.361233271985293,0.489647261791325,0.471012274432402,0.505451064314167,0.479069615233123,0.560141253972222,0.44804961739406,0.539549791229664,0.476309247725914,0.567457227079478
"5",0.378312361144581,0.451747979732614,0.414297507679444,0.387586169210809,0.379751346232226,0.42166781297824,0.378563001451417,0.38994785203682,0.435083613680724,0.449498067483337,0.315853604514094,0.403061516698987,0.372872581288296,0.444503887025968,0.333841651089773,0.362584054358346,0.480648216331812,0.442146385350048,0.45287330518442,0.382402653983365,0.387680594150599,0.378866585943145,0.373432060536659,0.482612506038349,0.426640232537736,0.408619236266894,0.397449019536329,0.31113128561945,0.4079768320137,0.391429171245454,0.432144849489973,0.465013798669831,0.340622293103473,0.374122017112498,0.49073772356071,0.370642463161906,0.455374377392573,0.366983276451708,0.450450738364815,0.443173327253275,0.496756494243073,0.409401729931084,0.405851136889751,0.447457843425487,0.413940236090212,0.416898937679979,0.513334459411945,0.355343483145603,0.377740740883557,0.402573535854437,0.438538434767409,0.388591555990109,0.377605161560268,0.463262511242207,0.375408307940835,0.408562601459637,0.385249841151827,0.476552973714649,0.405861526192615,0.452973942252364,0.463811552360773,0.375061543632898,0.412509211078163,0.338430008520961,0.391111130174525,0.434358835485648,0.406901365606605,0.477695458061431,0.422736567679207,0.414044102998427,0.474054414614751,0.372695828091923,0.458542417980067,0.475620645623796,0.422729806013808,0.380317139648141,0.470744428886303,0.38053744663604,0.403792324979429,0.439997394622196,0.444558745772863,0.342467709008633,0.387548515674803,0.414091739624457,0.440427638611348,0.428591643861322,0.4531766516736,0.435787227808851,0.351650110359071,0.497932942571401,0.398368360958193,0.403971051668489,0.441775796890479,0.409682260273763,0.385784767370445,0.344336494842158,0.354424329161088,0.43090520869299,0.408657520051302,0.384471021206468
"6",0.751708319419526,0.804070026820608,0.744203898254804,0.759266936648577,0.749880305308512,0.784515984878756,0.749770233090361,0.778181127639549,0.789139851129721,0.849631172662641,0.772371933424416,0.768483043374552,0.779000663174248,0.832545815404248,0.770239735661423,0.828787985247388,0.748752323108148,0.780997516912043,0.77606018258344,0.751147656394547,0.789797072822335,0.769630089696571,0.806666784240498,0.810668257752806,0.793697639555883,0.784542414267607,0.706567028512528,0.746822894153842,0.783979697594171,0.796238971926727,0.73293284275707,0.802540925674034,0.789990548507854,0.782601599613833,0.852317738168577,0.779717021881044,0.794393835116435,0.790971613738721,0.761108417620513,0.773665722167499,0.772116853667492,0.780629309148791,0.789411357941244,0.793738171938499,0.77731374522072,0.787672496518022,0.784691113642242,0.840811882386518,0.827299509460034,0.778160639115159,0.833717568575299,0.773617039109096,0.780986712923398,0.725075854376994,0.737449558979701,0.804655107763236,0.75534740013492,0.776567282898468,0.716036100722556,0.737563208655893,0.785340219468599,0.679197301105854,0.814277720600196,0.782769667048989,0.824024489004205,0.799315341872437,0.75910087293621,0.8472150602662,0.800131810787714,0.708184559114477,0.730071297685596,0.732002550289455,0.754735149023554,0.800590457632623,0.839314397262609,0.795209760667712,0.824320984501331,0.768348288797321,0.790492777041789,0.844642442446506,0.793960689798139,0.760256922706634,0.817960340303634,0.796827613271727,0.790704797104275,0.773305866097437,0.787413340966423,0.713720694775106,0.749162441963419,0.791398314167671,0.840746694211169,0.731505928992221,0.744788168798126,0.732254950512534,0.746178332038075,0.758839797870464,0.780784554693397,0.772466594472183,0.840664552926153,0.785724987765896
"7",-0.00228859623947072,-0.00254907705427374,-0.00259632097416175,-0.00314945324332964,-0.00137067867860763,-0.0014056304490982,-0.00254151201550337,-0.00260150332805825,-0.00205915896711289,-0.00186541119888239,-0.00163861160199727,-0.00227403733983107,-0.000961584217498944,-0.00322389506964758,-0.00167550826277066,-0.00210444981958092,-0.00278000962256847,-0.00308304429090564,-0.00286524056192595,-0.00250271096941823,-0.00072448381736886,-0.00188141563986213,-0.00269442618041905,-0.00274413712044974,-0.00304487300123975,-0.00254254377687693,-0.00182693547000185,-0.0026345102455163,-0.00253251242587603,-0.002896837535618,-0.00339414175271702,-0.00273037898180103,-0.00265620767325663,-0.00201014262676826,-0.00291818677674085,-0.00187470520183063,-0.00263491947770736,-0.00141687045154632,-0.00230243338025602,-0.00247177308045105,-0.00261397286175082,-0.00224333904032881,-0.00275672370845039,-0.00282822865892301,-0.00244533853666227,-0.00333573825833826,-0.00268840051478607,-0.00135779361321223,-0.00261895662982836,-0.00373109250391819,-0.00171328785886201,-0.00287342041862266,-0.00253604804747922,-0.00253054690496783,-0.00220439841949524,-0.00235561325356732,-0.00256151913204129,-0.0019904529196993,-0.00287664266356452,-0.00123021303133878,-0.00117290745485928,-0.00270549482554412,-0.00299221600008059,-0.00333242133615365,-0.00242572558752745,-0.0033262387909838,-0.00213820094225423,-0.00249865927744411,-0.00305141317135238,-0.003244684507259,-0.00290918180850899,-0.00276887858331494,-0.00155069853831147,-0.00215348582008063,-0.00269553367336167,-0.0023481005569718,-0.0022161056531564,-0.00277477600458451,-0.000983006194401333,-0.00244211061191603,-0.00242380598664009,-0.00132503327357001,-0.00299825714885389,-0.0016000550915944,-0.00160864822975044,-0.00422868316971394,-0.00350209001374047,-0.00250890045751127,-0.00285686801469913,-0.00263573113772307,-0.0018907601792103,-0.00238405079875842,-0.00218560002537257,-0.0030855533919088,-0.00316551049742518,-0.00267671265261408,-0.00256400030989493,-0.00393702043970823,-0.0019310747907939,-0.00315435471776959
"8",0.478083754934125,0.437876762447649,0.460837932565718,0.455768087317534,0.463277699406405,0.455653598568772,0.469712132884565,0.449825092541321,0.445234836569207,0.409805847447063,0.465628034772285,0.439360474793226,0.464908555096422,0.422055561439049,0.493993305873679,0.423550218100255,0.460481114691531,0.458760388739483,0.452406376030684,0.46524459892227,0.4809560061774,0.469171975856757,0.463350701423502,0.428127011039741,0.44345235962278,0.448952484884179,0.492355414021969,0.50123270132023,0.449542727285195,0.461508252374358,0.455500131097573,0.445513670046679,0.473039210732686,0.461532617222319,0.406652641920581,0.451839589829659,0.428435233176985,0.449587320403723,0.452792485741814,0.449122527771417,0.439394319753629,0.441846751857298,0.449147956625654,0.446923715300328,0.465056635475891,0.459955613794533,0.434747922094572,0.458412549753938,0.454206597311213,0.456474991165158,0.44461181951963,0.475581863003071,0.458653558608573,0.46178323495021,0.471176238115437,0.451445378224886,0.469093469288521,0.438017333426426,0.488363069387208,0.481206257884455,0.446374914383987,0.515915015532515,0.449673913618491,0.44317465591881,0.445373167616098,0.426399090717856,0.465030115201863,0.426771373259799,0.444816447124269,0.469104559401854,0.45744649767532,0.494846018814892,0.448695798665881,0.440144005323654,0.433340061565963,0.454148920233689,0.439723658038907,0.477384008335592,0.448702528034867,0.419941878421436,0.439485900347442,0.44966363587487,0.441722096811671,0.448721257259316,0.452871694765132,0.461427356685101,0.443087635843473,0.472882203586337,0.468180424290371,0.423992700300354,0.418576271240731,0.485936483584779,0.464979944436677,0.494069167519681,0.463081756191708,0.465492066464993,0.438831774893474,0.481663663097063,0.432014971556283,0.439550623364456
"9",0.677985302753127,0.70318517148526,0.701568712441375,0.701145984081199,0.695516441024301,0.693365079159482,0.68683633757913,0.70139728983398,0.701878174648404,0.718333712545794,0.685535308465382,0.713547336089944,0.68315884257294,0.712630849041219,0.652038739708943,0.709574822016451,0.700554804476401,0.690926461637769,0.701125560337969,0.688795349037441,0.66636850405857,0.682208169677584,0.675369248915199,0.714617326042005,0.704402015882004,0.701025134197016,0.681411518720536,0.657411861275542,0.699389105624608,0.678771530414574,0.712857404805333,0.694286348675742,0.670642989381126,0.685607309770352,0.723550426792941,0.697766239610565,0.716485851081936,0.69565063494921,0.703069159449256,0.704238245427878,0.717167800247145,0.705376260064904,0.69454497290929,0.696272697503066,0.685296323298169,0.68773365959306,0.714439686308124,0.670180020530758,0.677019841768008,0.691633072849444,0.68820483340937,0.675289137644015,0.687538739207836,0.705686496492894,0.690436391187085,0.687971210354174,0.687128303908338,0.71465702034454,0.68099726484969,0.678893809125423,0.703619148177289,0.663275786428718,0.686619681068583,0.706863378114601,0.690145164774026,0.718637558084124,0.689727938365027,0.699651824167613,0.697307423822801,0.703457015508101,0.709981222433349,0.666317019578028,0.707813950562063,0.703837197296494,0.692847599408606,0.688156874293367,0.694506251648039,0.672847853238777,0.698256649435966,0.7104623548387,0.704244500593791,0.70723074444089,0.697664499102017,0.694261059443614,0.691442083249088,0.691126163639398,0.702213649672381,0.701663440630872,0.691277339466969,0.728029643999099,0.713126974264355,0.679259130467214,0.698348045846391,0.665613018406046,0.69708420060604,0.690436096630114,0.710050840176461,0.666965566659103,0.698536947870508,0.70773950487848
"10",0.75109214389672,0.802856329762372,0.742499205076222,0.756784502411527,0.749364951592717,0.782547462624482,0.744974312380172,0.77445321024619,0.786914057380806,0.848022276307381,0.770160957297905,0.765066822178331,0.77918408497178,0.828118611274104,0.769661430492997,0.826070268282523,0.745668292512337,0.777258683365572,0.775206332901981,0.752065075250674,0.788569537189582,0.768517044936255,0.804875901252483,0.806065841371799,0.792143429196628,0.781790072457763,0.705090517646129,0.744902821122604,0.78223467748471,0.791163333498054,0.729193114454979,0.799034682256805,0.790034932692857,0.780821189347333,0.849616577282379,0.780265320711626,0.794071830464811,0.790090871177108,0.761351040257306,0.767401408947137,0.770935342084722,0.778691382861799,0.788553293900602,0.789501188044907,0.776097427724044,0.787444337030217,0.782951953867443,0.839800245351443,0.822985534188637,0.774026079175729,0.832145207447947,0.767244379777915,0.776702182268171,0.723881230565371,0.735141817044556,0.801337424665825,0.752311164979049,0.774378670549388,0.709512950268903,0.737084188061507,0.782649470229064,0.676253284285151,0.811814015552503,0.777223583125817,0.818191253186063,0.79558027728057,0.755852137494397,0.845478382309164,0.794579208118339,0.709240346688837,0.727346242987415,0.731311489904647,0.753855374260091,0.800821374928254,0.83649064298069,0.793830692765189,0.820810236652514,0.763112025215089,0.789546996351654,0.847765949758782,0.792333723660034,0.759218400073093,0.816458629145354,0.795794896943933,0.788115877248401,0.77359183177045,0.782959861034003,0.708614269018782,0.747759348370392,0.788481948313056,0.838221719955425,0.731470348038034,0.743450861556654,0.733355004634506,0.743956764422478,0.759540365306007,0.780135391653453,0.772911027576703,0.840554500497659,0.786339374639084
