"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0282611844518244,-0.0116363335410874,-0.016264114769542,-0.0445940924359467,-0.0203015768482446,-0.0161835051505897,0.000797369209464827,0.000339725776493544,-0.00724718413971307,-0.0278715065451399
"2",-0.0308536703132528,-0.0434423080132303,-0.0402364115665842,-0.0401451075946124,-0.0475034155808721,-0.0409727144924471,-0.0420276189499629,-0.0461520248975228,-0.0384953767942436,-0.0308184431001222
"3",0.0192810221434856,0.0482538574810499,0.0475348931296686,0.0596709127147237,0.059547467355387,0.0491547280013948,0.0434240143920501,0.0487505795103605,0.042009411917823,0.0443999400529859
"4",0.493097210187238,0.428198587443619,0.612447304026385,0.527250711119741,0.474500666610352,0.534017271663312,0.481648702853998,0.481320237876449,0.488726185540356,0.570047707156256
"5",0.573756881653913,0.531287100582933,0.441176505906661,0.516757462788574,0.476430690646753,0.44629457046927,0.385890946627222,0.527779015116675,0.350311605873156,0.394057874928443
"6",-0.00469105469275991,-0.00235528759074644,-0.00644912234689061,-0.000819905235165436,0.00856793405828474,0.00969569357627157,-0.00341923773141955,0.00100705859806628,-0.0162556515284883,0.00591375734125276
"7",0.00790301779310153,0.00844606689042808,0.00876711713892932,0.0034887555474926,-0.00154974850005965,0.00221320265856748,0.00754488121386732,0.00451987875271023,0.0150529164158556,0.00269675286639283
"8",-0.00799459285088492,-0.0103014765709995,-0.00845644781882782,-0.00469986908694169,-0.00348685310368466,-0.00766221436807437,-0.00861816572365462,-0.00707192972260871,-0.0119138469874172,-0.00658565373185857
"9",0.469076303100593,0.462153155785247,0.483411525978475,0.45685864110043,0.40902710336002,0.470660390358684,0.442421459593003,0.494406480258957,0.470561834865562,0.472602122494161
"10",0.670813808516649,0.684118497192304,0.687332972003829,0.685911790337937,0.711608718831513,0.681390469485449,0.68368415295817,0.688247937051162,0.683259998221043,0.671124054123573
"11",-0.0119379216417307,-0.0108279554491615,-0.0157178189273833,-0.00352931040812231,-0.00784970904767796,-0.012789657869203,-0.0146692115187287,-0.00399369667335501,-0.0187053032527024,-0.0083343548772086
"12",0.00405517246439055,0.00701714908972251,0.0102844494838949,0.00158581649459073,0.00400589038171692,0.00853467628433923,0.00750817566068686,0.00412819609783448,0.00959706227191037,0.00283703624006674
"13",-0.000667776303679123,-0.00438693385738422,-0.00610167582411628,-0.00116709463230289,-0.00206093883914458,-0.00534686055772028,-0.00345415042817998,-0.00376398559025043,-0.00413566871754479,-0.000161521235423817
"14",0.725315764056506,0.53129733811794,0.872072774238383,0.221720345853227,0.232278294584665,0.701379244214331,0.608883473086986,0.106567638654765,0.990791445195413,0.234646901858526
"15",0.217198651323712,0.204712204919154,0.228397017589915,0.185801707525562,0.198746627698365,0.177065760070516,0.213625979419473,0.214746443493246,0.214496357127751,0.201212917172906
