"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",-0.0159162285770997,-0.0171916488379982,-0.015698410966819,-0.0193884736492498,-0.0109797770055772,-0.0207978411953731,-0.0212215775455203,-0.00757003487095192,-0.0114448408871281,-0.0126071082742439
"2",0.548874021976095,0.445412874697305,0.467263652788435,0.499322441927927,0.483784619264405,0.477208903871418,0.54257980756403,0.423418127801796,0.429840084489436,0.500810475348856
"3",0.450831551307167,0.38605401102701,0.39557962428056,0.396309019125976,0.333402333133179,0.336972099587902,0.319798697053204,0.341528497901718,0.31473063252771,0.314646208541484
"4",0.511366602160028,0.428218417257153,0.429190899741684,0.419989235957337,0.484341445113845,0.477590230765963,0.49544354027369,0.426480545151787,0.427193797719307,0.466160369246456
"5",0.508569399129968,0.444876879810947,0.447115545562804,0.450632998811148,0.39002542939705,0.433959974732775,0.373190892915877,0.365356961656645,0.353182786302525,0.35195878665329
"6",0.80165608652554,0.814490905356427,0.821148575014044,0.775546927304992,0.789292664912513,0.809919371506241,0.742562555694481,0.791921379277827,0.822249533785108,0.85457436264965
"7",-0.00319616252906478,-0.00285968569803068,-0.0018970568185952,-0.00267462404276866,-0.00327675636941083,-0.00319027232207616,-0.00237686426092218,-0.00301196683074061,-0.00275223612706673,-0.0022663534659192
"8",0.433490511748778,0.42181252742018,0.440728728534496,0.459556994459576,0.4784010089539,0.445923437976019,0.482024549502885,0.458340450171204,0.425967574890959,0.434770284133818
"9",0.711161083800733,0.721714563942263,0.697142740532406,0.694807834153796,0.665679772215046,0.6940375817136,0.679299394921871,0.689968379870844,0.713068502757001,0.686304372513487
"10",0.801537046548354,0.814173969490759,0.819385261145279,0.76769682563071,0.78732425580591,0.806986890299566,0.740096998604525,0.787835456744092,0.822218632571152,0.853752704626516
"11",0.436404076038462,0.424426162465082,0.442711915501326,0.464906982326335,0.48252953621419,0.449752817796934,0.484430172806647,0.461716686127601,0.427902156779505,0.43671435221303
"12",0.708679613470511,0.719625042794172,0.696003837935447,0.692428883947376,0.662487897459419,0.691581935650864,0.678088955742979,0.688363635105428,0.711608200352847,0.684966085554975
"13",-0.002617122921495,-0.00149515578177409,-0.00102932444133645,-0.00183510467911825,-0.00136217908322161,-0.00289923115833811,-0.00161378506683183,-0.00168892954590679,-0.00102632285260176,-0.00208134233573159
"14",0.215233195868894,0.0339915139834627,0.146780396212056,0.499664748922363,0.180361943884453,0.850831873782416,0.65054347962421,0.810612840560265,0.280597958400954,0.756198448724408
"15",0.211797603579846,0.193126676864643,0.197694349927441,0.221718079654263,0.185586648846,0.197860860424697,0.199821188806227,0.194185004709968,0.201646100062652,0.206517324716468
"16",0.206617944252824,0.0318742791415741,0.146419565813774,0.502710485636522,0.178998300536087,0.865612413656973,0.652423852817064,0.819724624640799,0.278917692044832,0.765048810181226
"17",0.21154668654464,0.191652524044888,0.19721235320401,0.2212988624151,0.18489938075118,0.19492678706829,0.199698437806721,0.192757218919179,0.201529482760224,0.206711350313785
"18",0.552389594460687,0.417541215527849,0.426096944925081,0.496474971853295,0.456119254938153,0.449887456773365,0.515319657112168,0.365566363768676,0.43043412100069,0.489801568110761
"19",0.435410306628545,0.376789933701926,0.37115960452295,0.389779019825462,0.315080201384569,0.331161108892183,0.315118353847723,0.329892767710453,0.303369328674262,0.306770779567705
"20",0.550213884470562,0.439319712974649,0.466917298371813,0.491253841760573,0.478588292044592,0.467773699871941,0.539966648700913,0.41608723117085,0.420406525334744,0.503711504594975
"21",0.444427237003807,0.383778141582923,0.387814815409568,0.393523490029301,0.320097173989896,0.336438079877553,0.308513303266746,0.336858182470783,0.30812506938239,0.312887463983293
